timestamp,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z,acc_x,acc_y,acc_z,w_yaw,w_pitch,w_roll,gesture_id,user_id,trial_id,label,source
0.832952,0.22926898,0.2795069,-0.22854972,0.921491,0.22701432,-0.30369973,-0.08417407,0.041666668,0.03846154,0.24,0.77850664,2.2036357,-0.2890292,13,J4,7,1,g13_J4_t07.mat
0.84961605,0.2327319,0.3044133,-0.23358342,0.92093694,0.23067449,-0.30279157,-0.08355633,0.041666668,-0.115384616,0.2,0.63015366,2.0264847,-0.3998576,13,J4,7,1,g13_J4_t07.mat
0.8662811,0.22048716,0.33408853,-0.23352815,0.91705495,0.25235274,-0.29870847,-0.07811251,-0.20833333,-0.23076923,0.0,0.43118614,1.1023328,0.5853808,13,J4,7,1,g13_J4_t07.mat
0.88295406,0.21797296,0.35885996,-0.2331899,0.91629153,0.25839403,-0.2972604,-0.07265445,-0.25,-0.26923078,-0.04,0.5001266,0.90685594,0.64995795,13,J4,7,1,g13_J4_t07.mat
0.899621,0.20965555,0.37972692,-0.23277636,0.91561246,0.26563954,-0.29397294,-0.06833162,-0.33333334,-0.3846154,-0.12,0.56732184,0.6337119,0.07138131,13,J4,7,1,g13_J4_t07.mat
0.9162891,0.20513622,0.39804184,-0.22874969,0.91524583,0.26919731,-0.29153413,-0.06975506,-0.41666666,-0.3846154,-0.12,0.5236886,0.47401422,-0.43127355,13,J4,7,1,g13_J4_t07.mat
0.932968,0.19822648,0.4120801,-0.22758074,0.91528803,0.2745427,-0.28475526,-0.07608266,-0.5833333,-0.34615386,-0.12,0.6624422,-0.08100048,-0.62064177,13,J4,7,1,g13_J4_t07.mat
0.9496301,0.1908882,0.421903,-0.22569974,0.9181131,0.2736326,-0.27541497,-0.07962469,-0.5833333,-0.1923077,-0.16,1.0778306,-0.600236,0.05829134,13,J4,7,1,g13_J4_t07.mat
0.96629304,0.18133956,0.42941654,-0.2265936,0.92033565,0.2713238,-0.27045512,-0.07886624,-0.5416667,-0.1923077,-0.12,1.2637082,-0.7442256,0.28954744,13,J4,7,1,g13_J4_t07.mat
0.982967,0.17267649,0.43237868,-0.22890483,0.9267779,0.2637644,-0.25582448,-0.07787686,-0.45833334,-0.115384616,-0.04,1.4417318,-0.9527925,0.103669904,13,J4,7,1,g13_J4_t07.mat
0.9996351,0.16291445,0.43127048,-0.23227859,0.92901844,0.26089197,-0.2501166,-0.07938496,-0.41666666,-0.07692308,0.0,1.4443498,-1.0461676,-0.232306,13,J4,7,1,g13_J4_t07.mat
1.0163001,0.15064037,0.42819,-0.23682542,0.9345494,0.25218916,-0.23547411,-0.08700602,-0.45833334,0.0,0.04,1.342248,-1.3664355,-0.67038363,13,J4,7,1,g13_J4_t07.mat
1.0336521,0.1369581,0.42173147,-0.24304709,0.9421908,0.23623534,-0.21696766,-0.09692419,-0.5416667,0.15384616,0.04,1.435623,-1.7896779,-0.24801397,13,J4,7,1,g13_J4_t07.mat
1.050218,0.12324724,0.41276363,-0.2508564,0.9449142,0.2301022,-0.2112115,-0.097875975,-0.5833333,0.26923078,0.08,1.6267368,-1.9467576,0.055673316,13,J4,7,1,g13_J4_t07.mat
1.0668571,0.107282676,0.40068242,-0.25914645,0.9536644,0.21011624,-0.19158053,-0.09834786,-0.5,0.3846154,0.2,2.0351439,-2.0741665,0.20751701,13,J4,7,1,g13_J4_t07.mat
1.083605,0.087192535,0.38133994,-0.26875332,0.95869076,0.1978479,-0.17870037,-0.09916873,-0.45833334,0.42307693,0.24,2.104957,-2.1492157,0.060909327,13,J4,7,1,g13_J4_t07.mat
1.1001121,0.07626247,0.3687094,-0.2716734,0.96516025,0.17979532,-0.16024241,-0.1022824,-0.41666666,0.5,0.36,1.9836565,-2.25219,-0.33964378,13,J4,7,1,g13_J4_t07.mat
1.1167891,0.047664016,0.3444123,-0.28631747,0.9737135,0.15067607,-0.13168235,-0.10880505,-0.45833334,0.5,0.4,2.0962303,-2.4590118,-0.1537662,13,J4,7,1,g13_J4_t07.mat
1.133425,0.037216626,0.32975447,-0.28572178,0.9800798,0.1255684,-0.10902735,-0.10857785,-0.45833334,0.53846157,0.44,2.4217343,-2.9302506,0.25289553,13,J4,7,1,g13_J4_t07.mat
1.150228,0.00040886202,0.29827166,-0.30156526,0.9852207,0.10073708,-0.084278084,-0.10995264,-0.41666666,0.84615386,0.56,2.7367663,-2.955558,-0.30735517,13,J4,7,1,g13_J4_t07.mat
1.1667922,-0.0073446515,0.28312808,-0.29813868,0.9852207,0.10073708,-0.084278084,-0.10995264,-0.33333334,0.96153843,0.64,2.7367663,-2.955558,-0.30735517,13,J4,7,1,g13_J4_t07.mat
1.1836371,-0.05202785,0.24243523,-0.31220424,0.9895066,0.06406737,-0.043573037,-0.12195668,-0.20833333,1.0769231,0.72,2.6041212,-2.7565901,-1.2000911,13,J4,7,1,g13_J4_t07.mat
1.1996931,-0.06955837,0.22382875,-0.31407958,0.99010897,0.044984102,-0.023995541,-0.1307092,-0.083333336,1.1538461,0.76,2.3571572,-2.8569467,-1.3144102,13,J4,7,1,g13_J4_t07.mat
1.216353,-0.108795054,0.1848455,-0.31483907,0.9896588,0.011613702,0.005887625,-0.14284952,-0.125,1.3846154,0.76,2.1817515,-2.9930825,-1.1966004,13,J4,7,1,g13_J4_t07.mat
1.233031,-0.12610367,0.16533187,-0.3128383,0.988942,-7.198065e-05,0.016425578,-0.14739005,-0.16666667,1.5384616,0.76,2.2568007,-2.9878464,-1.2952116,13,J4,7,1,g13_J4_t07.mat
1.2496932,-0.1713262,0.12324847,-0.30863214,0.9858117,-0.028071234,0.044078097,-0.15951288,-0.041666668,1.8076923,0.76,2.4610043,-2.8525834,-1.43222,13,J4,7,1,g13_J4_t07.mat
1.266358,-0.18840872,0.10465678,-0.30119875,0.9817815,-0.053146616,0.07196154,-0.16763693,0.33333334,1.9615384,0.72,2.3946817,-2.624818,-0.8946585,13,J4,7,1,g13_J4_t07.mat
1.28303,-0.23207389,0.06418705,-0.29162058,0.9791343,-0.06844962,0.08936677,-0.16918685,0.45833334,2.0,0.68,2.1791334,-2.4581392,-0.56653655,13,J4,7,1,g13_J4_t07.mat
1.2996991,-0.24832024,0.048112445,-0.28120643,0.97583926,-0.085600674,0.107757404,-0.16970141,0.5,2.0384614,0.6,1.6380814,-2.0148253,-0.43563688,13,J4,7,1,g13_J4_t07.mat
1.316364,-0.28486615,0.015188446,-0.26881206,0.97228754,-0.09984463,0.12261101,-0.17220514,0.45833334,2.0769231,0.44,1.1947677,-1.3891248,-0.66165704,13,J4,7,1,g13_J4_t07.mat
1.3330431,-0.30466256,-0.0013513344,-0.25509396,0.9703784,-0.10573699,0.12997685,-0.17404443,0.41666666,1.9615384,0.36,1.058632,-1.0618756,-0.60231584,13,J4,7,1,g13_J4_t07.mat
1.349707,-0.33868784,-0.02707957,-0.23786956,0.96838105,-0.11191083,0.13867815,-0.17459239,0.375,1.8461539,0.28,0.754072,-0.72502697,-0.30037385,13,J4,7,1,g13_J4_t07.mat
1.3663731,-0.35734618,-0.041304037,-0.21742024,0.9679655,-0.11345627,0.14097306,-0.17406057,0.33333334,1.8461539,0.24,0.5961197,-0.600236,-0.13805822,13,J4,7,1,g13_J4_t07.mat
1.383043,-0.37294105,-0.05550792,-0.20660917,0.9675404,-0.11536572,0.14605106,-0.17095469,0.16666667,1.8076923,0.16,0.43380412,-0.23284413,0.1307225,13,J4,7,1,g13_J4_t07.mat
1.3997151,-0.38524124,-0.06440149,-0.19552442,0.9680136,-0.11316101,0.15116344,-0.16520834,0.125,1.6538461,0.08,0.5236886,0.064734526,0.54611087,13,J4,7,1,g13_J4_t07.mat
0.016667001,-0.18419167,0.46903223,-0.29834294,0.9916414,0.12678358,0.022816611,-0.007249886,-0.0,0.8076923,-0.24,0.34566498,0.049026553,-0.2576133,13,J4,8,1,g13_J4_t08.mat
0.033334002,-0.18419342,0.46884015,-0.29876375,0.99143296,0.12780434,0.025769357,-0.007914594,0.125,0.7307692,-0.2,0.332575,0.12582105,-0.43650955,13,J4,8,1,g13_J4_t08.mat
0.050000004,-0.18439546,0.467978,-0.29894304,0.99124694,0.12863731,0.027293764,-0.011704779,0.25,0.53846157,-0.16,-0.10724798,0.068225175,-0.8466619,13,J4,8,1,g13_J4_t08.mat
0.06667101,-0.18441036,0.46706903,-0.30050683,0.9913782,0.12720232,0.025473047,-0.018440342,0.16666667,0.46153846,-0.24,-0.39871797,-0.42221236,-0.94789106,13,J4,8,1,g13_J4_t08.mat
0.083341,-0.18391992,0.46474382,-0.302384,0.99167126,0.1244331,0.023204189,-0.023790369,0.125,0.5,-0.24,-0.49383843,-0.55223936,-0.958363,13,J4,8,1,g13_J4_t08.mat
0.100004,-0.1854268,0.46160415,-0.30096874,0.9919471,0.121207476,0.019700788,-0.031006744,0.041666668,0.53846157,-0.24,-0.49122044,-0.52344143,-0.8274633,13,J4,8,1,g13_J4_t08.mat
0.116691,-0.18393666,0.4577293,-0.30318564,0.99196535,0.11965062,0.01782618,-0.037022445,0.041666668,0.46153846,-0.24,-0.26869094,-0.3672345,-0.7698674,13,J4,8,1,g13_J4_t08.mat
0.133348,-0.1828703,0.45159268,-0.30515814,0.9921268,0.11758868,0.017942188,-0.03918322,0.20833333,0.1923077,-0.16,-0.10812064,-0.44490165,-0.5979525,13,J4,8,1,g13_J4_t08.mat
0.150026,-0.18170743,0.44477534,-0.3061662,0.9929344,0.110124275,0.01781191,-0.04045617,0.33333334,0.07692308,-0.12,-0.15698986,-0.8821066,-0.39374897,13,J4,8,1,g13_J4_t08.mat
0.166686,-0.1794445,0.43641436,-0.30749783,0.9933705,0.106116965,0.017160267,-0.040741157,0.5,-0.03846154,0.0,-0.31057882,-1.1535053,-0.36931434,13,J4,8,1,g13_J4_t08.mat
0.18339701,-0.1774563,0.42575946,-0.3096489,0.9949261,0.09088082,0.013832396,-0.0408825,0.5416667,0.03846154,0.04,-0.5086737,-1.6291076,-0.24190532,13,J4,8,1,g13_J4_t08.mat
0.200035,-0.17586103,0.41364074,-0.31397086,0.9959874,0.078888185,0.010927005,-0.04082093,0.5416667,0.07692308,0.08,-0.57150555,-1.7818239,-0.2602313,13,J4,8,1,g13_J4_t08.mat
0.216731,-0.17306446,0.39634722,-0.31798327,0.99713176,0.06111478,0.006437248,-0.04417938,0.5833333,0.1923077,0.2,-0.67709804,-1.8743263,-1.0177042,13,J4,8,1,g13_J4_t08.mat
0.23338501,-0.16720283,0.37768042,-0.32053408,0.99757844,0.03953367,0.0010702799,-0.057211135,0.5833333,0.1923077,0.36,-0.7338212,-1.9293042,-1.6826748,13,J4,8,1,g13_J4_t08.mat
0.25002602,-0.16275811,0.35291842,-0.32324183,0.9972289,0.017467,-0.006079531,-0.07205922,0.5833333,0.26923078,0.52,-1.0663065,-2.1745229,-1.681802,13,J4,8,1,g13_J4_t08.mat
0.266698,-0.15187696,0.32787168,-0.3257223,0.9972289,0.017467,-0.006079531,-0.07205922,0.5833333,0.26923078,0.52,-1.0663065,-2.1745229,-1.681802,13,J4,8,1,g13_J4_t08.mat
0.283383,-0.14677176,0.30135363,-0.32783726,0.99509954,-0.034532003,-0.028184317,-0.08826191,0.5,0.46153846,0.64,-1.6850257,-2.807205,-0.6223871,13,J4,8,1,g13_J4_t08.mat
0.30003002,-0.12963837,0.2717283,-0.32767347,0.99453247,-0.0421973,-0.031884436,-0.09004365,0.375,0.61538464,0.76,-1.6675725,-2.699867,-0.85975194,13,J4,8,1,g13_J4_t08.mat
0.31670502,-0.122336715,0.2383904,-0.32938564,0.99039805,-0.07378733,-0.04828457,-0.10647003,0.41666666,0.7307692,0.96,-1.6640817,-2.3979254,-2.4898896,13,J4,8,1,g13_J4_t08.mat
0.33337903,-0.10138068,0.20485856,-0.3189431,0.98231035,-0.098924644,-0.069797255,-0.1428584,0.29166666,0.9230769,1.12,-2.1501558,-2.0584586,-3.8067405,13,J4,8,1,g13_J4_t08.mat
0.35006002,-0.0918183,0.16719712,-0.32095924,0.9762866,-0.1149254,-0.08616413,-0.16196401,0.25,1.0384616,1.24,-2.4983492,-2.1064553,-3.2342725,13,J4,8,1,g13_J4_t08.mat
0.36672002,-0.068759635,0.13282518,-0.3090456,0.9684273,-0.13506739,-0.10912564,-0.17887656,-0.16666667,1.5,1.28,-3.3439612,-2.1893582,-2.4532375,13,J4,8,1,g13_J4_t08.mat
0.383406,-0.05993496,0.09781769,-0.30533284,0.96044785,-0.15373293,-0.13293782,-0.1903511,-0.5,1.6923077,1.2,-3.5586367,-2.031406,-1.9977067,13,J4,8,1,g13_J4_t08.mat
0.400054,-0.016579766,0.04106539,-0.27870715,0.9493601,-0.17669792,-0.16523401,-0.2004769,-0.9166667,1.6923077,1.12,-3.3902125,-1.4807545,-0.9539997,13,J4,8,1,g13_J4_t08.mat
0.41671604,-0.009974279,0.020922534,-0.27676287,0.941881,-0.19190472,-0.18667926,-0.2029375,-0.875,1.6923077,1.16,-2.9451535,-1.1910299,-0.42603755,13,J4,8,1,g13_J4_t08.mat
0.433385,0.022851752,-0.019531777,-0.25897545,0.93183887,-0.20517023,-0.21405491,-0.20919345,-0.75,1.6538461,1.2,-2.9224641,-0.54874873,-1.3030655,13,J4,8,1,g13_J4_t08.mat
0.45006403,0.039909326,-0.043034613,-0.24136354,0.91972655,-0.21212994,-0.24571861,-0.22074057,-0.875,1.6538461,1.2,-3.3151634,-0.28171337,-1.554393,13,J4,8,1,g13_J4_t08.mat
0.46672404,0.067882955,-0.07378305,-0.2235419,0.9120555,-0.21583019,-0.26699856,-0.22424066,-1.4166666,1.8461539,1.04,-3.246223,-0.20230088,-0.9723256,13,J4,8,1,g13_J4_t08.mat
0.48339304,0.08492826,-0.092161536,-0.20485139,0.90935546,-0.21704459,-0.2751118,-0.22422715,-1.5416666,1.9230769,1.0,-2.9818053,-0.019041289,-0.43825486,13,J4,8,1,g13_J4_t08.mat
0.500058,0.11445863,-0.115663655,-0.1900499,0.89927256,-0.21560542,-0.30914208,-0.22193342,-1.4583334,1.7692307,0.92,-2.4328992,0.6755998,-0.4495995,13,J4,8,1,g13_J4_t08.mat
0.516731,0.13244547,-0.1253225,-0.17233115,0.8933309,-0.20608105,-0.32840228,-0.22724997,-1.4166666,1.6538461,0.92,-2.2819283,1.3981661,-1.7926304,13,J4,8,1,g13_J4_t08.mat
0.5334,0.14450482,-0.13814919,-0.1639691,0.8839133,-0.18662827,-0.35474008,-0.24088691,-1.4583334,1.6538461,0.88,-2.2156057,1.7402507,-2.5134516,13,J4,8,1,g13_J4_t08.mat
0.5500631,0.17552115,-0.14293168,-0.13777417,0.8780875,-0.17354006,-0.37050897,-0.24813153,-1.75,1.6923077,0.84,-2.0079117,1.8536972,-1.7489972,13,J4,8,1,g13_J4_t08.mat
0.566737,0.19248982,-0.14560896,-0.12709497,0.8723908,-0.15763287,-0.39202,-0.24577731,-1.8333334,1.9615384,0.72,-1.4921668,1.6826549,0.046074018,13,J4,8,1,g13_J4_t08.mat
0.583408,0.21280602,-0.14196703,-0.11624557,0.87201977,-0.15198117,-0.39706036,-0.24254158,-1.75,2.0,0.68,-1.2111688,2.0011773,0.1507938,13,J4,8,1,g13_J4_t08.mat
0.60007405,0.22911993,-0.13723698,-0.10816782,0.87147534,-0.122669205,-0.4121294,-0.23586519,-1.5833334,1.8076923,0.68,-0.5915769,2.952382,-0.8231,13,J4,8,1,g13_J4_t08.mat
0.61674404,0.2434107,-0.1267418,-0.10468228,0.8711329,-0.11022149,-0.41623524,-0.23606534,-1.4166666,1.7307693,0.68,-0.35595742,3.2857397,-1.4200026,13,J4,8,1,g13_J4_t08.mat
0.63341206,0.25606894,-0.11220638,-0.104416244,0.8688916,-0.071323685,-0.42771527,-0.23874661,-1.375,1.6538461,0.68,-0.24163833,3.5475392,-1.7734318,13,J4,8,1,g13_J4_t08.mat
0.65007603,0.26875883,-0.09264046,-0.10567827,0.8677863,-0.028501455,-0.43627986,-0.23620856,-1.6666666,1.5,0.6,0.28545114,3.2935936,-0.88854986,13,J4,8,1,g13_J4_t08.mat
0.66674703,0.27830613,-0.0705931,-0.10866266,0.8710055,-0.0009435207,-0.43441218,-0.22942202,-1.4583334,1.6538461,0.52,1.347484,3.2098181,-0.2549953,13,J4,8,1,g13_J4_t08.mat
0.6834171,0.28789967,-0.044694442,-0.11442071,0.8735415,0.015893314,-0.4311013,-0.22544289,-1.25,1.5769231,0.6,1.7436738,3.6016445,-0.47490677,13,J4,8,1,g13_J4_t08.mat
0.700106,0.29143432,-0.016942339,-0.122969314,0.87780464,0.057660203,-0.42207807,-0.2190531,-0.8333333,1.0769231,0.68,2.0386345,3.9585643,-1.239361,13,J4,8,1,g13_J4_t08.mat
0.71676004,0.3023557,0.018361073,-0.13099907,0.8796926,0.09910383,-0.4117625,-0.21626583,-0.6666667,0.9230769,0.64,2.0264173,3.6452777,-1.4365833,13,J4,8,1,g13_J4_t08.mat
0.73343307,0.30045697,0.041881546,-0.14499365,0.88086057,0.13883427,-0.39969364,-0.2122613,-0.6666667,0.9230769,0.64,2.0482337,3.48558,-1.226271,13,J4,8,1,g13_J4_t08.mat
0.75008607,0.3067136,0.09258806,-0.15238953,0.8825368,0.1633302,-0.38975698,-0.20625609,-0.625,0.84615386,0.56,2.3903184,3.3468263,-0.7000543,13,J4,8,1,g13_J4_t08.mat
0.76675606,0.30314133,0.12418951,-0.16696985,0.88469034,0.19105844,-0.3759225,-0.19875078,-0.41666666,0.53846157,0.52,2.703605,3.2255259,-0.7044176,13,J4,8,1,g13_J4_t08.mat
0.78342706,0.3097187,0.16798814,-0.17077,0.88626426,0.2191297,-0.35996658,-0.19220321,-0.33333334,0.46153846,0.48,2.6835337,3.050993,-0.85277057,13,J4,8,1,g13_J4_t08.mat
0.800098,0.29482552,0.20177366,-0.18616511,0.8865652,0.24113268,-0.34696725,-0.1883372,-0.125,0.26923078,0.44,2.4810753,2.798793,-1.0944986,13,J4,8,1,g13_J4_t08.mat
0.8167741,0.3014278,0.24772376,-0.18614306,0.88663346,0.26731974,-0.32975012,-0.1835377,0.041666668,0.1923077,0.4,2.3170145,2.3633335,-0.9060031,13,J4,8,1,g13_J4_t08.mat
0.833459,0.2819744,0.28275657,-0.19974989,0.8869179,0.2839052,-0.31769103,-0.17845675,0.125,0.23076923,0.36,2.2358565,2.2045083,-0.70529026,13,J4,8,1,g13_J4_t08.mat
0.8501071,0.2773989,0.3249154,-0.19825079,0.8869861,0.30123344,-0.30494827,-0.17181578,0.16666667,0.15384616,0.28,2.0063457,2.036084,-0.4792701,13,J4,8,1,g13_J4_t08.mat
0.86676806,0.26335746,0.35327914,-0.2057595,0.88668615,0.31494713,-0.2949527,-0.16612904,0.20833333,0.07692308,0.28,1.8667195,1.9165289,-0.44436353,13,J4,8,1,g13_J4_t08.mat
0.883439,0.25337368,0.3892747,-0.20461795,0.8854285,0.3318172,-0.2828722,-0.16092563,0.20833333,-0.23076923,0.2,1.4277692,1.648621,-0.77597606,13,J4,8,1,g13_J4_t08.mat
0.90010405,0.23871312,0.41451013,-0.20671055,0.8822916,0.34900832,-0.27118823,-0.16190018,0.16666667,-0.46153846,0.08,0.92075104,0.91121924,-0.8763325,13,J4,8,1,g13_J4_t08.mat
0.916777,0.23129474,0.43944046,-0.20551744,0.88151217,0.35292596,-0.26780027,-0.16328678,0.083333336,-0.3846154,0.0,0.67815024,0.45132497,-0.7463055,13,J4,8,1,g13_J4_t08.mat
0.933444,0.21907169,0.45949987,-0.20568985,0.88066536,0.3593839,-0.25956914,-0.16701971,-0.16666667,-0.1923077,-0.12,0.639753,0.054262545,-0.4670528,13,J4,8,1,g13_J4_t08.mat
0.95011103,0.21012388,0.4727461,-0.204729,0.8803036,0.36523768,-0.2493857,-0.17167924,-0.16666667,-0.30769232,-0.12,0.84046584,-0.0015879951,-0.815246,13,J4,8,1,g13_J4_t08.mat
0.96678,0.19950922,0.48310974,-0.20463836,0.88005155,0.36735678,-0.24487731,-0.1749097,-0.16666667,-0.34615386,-0.12,0.79857796,-0.10543509,-1.0622101,13,J4,8,1,g13_J4_t08.mat
0.98345006,0.18992154,0.49077544,-0.20672992,0.8791908,0.3714042,-0.23332632,-0.18612191,-0.29166666,-0.46153846,-0.12,0.6353896,-0.46759093,-1.3336089,13,J4,8,1,g13_J4_t08.mat
1.000113,0.1792146,0.49447027,-0.20966326,0.88118786,0.36821878,-0.22282837,-0.19562848,-0.375,-0.46153846,-0.04,0.624045,-1.1910299,-0.6258778,13,J4,8,1,g13_J4_t08.mat
1.016796,0.16837542,0.4964152,-0.21351749,0.88662297,0.35750046,-0.21352674,-0.2012448,-0.375,-0.34615386,-0.04,0.67902285,-1.6893215,-0.16249284,13,J4,8,1,g13_J4_t08.mat
1.0334551,0.15437375,0.4939118,-0.21972485,0.8907208,0.34949452,-0.2064258,-0.2045933,-0.45833334,-0.26923078,-0.04,0.79770523,-1.7434267,-0.21659805,13,J4,8,1,g13_J4_t08.mat
1.0501231,0.13922036,0.48533687,-0.2268491,0.8963189,0.33799183,-0.19472122,-0.21084931,-0.5,-0.26923078,0.0,0.9382043,-1.8900343,-0.5089407,13,J4,8,1,g13_J4_t08.mat
1.066792,0.12637492,0.47613493,-0.23531137,0.90072477,0.32802325,-0.18467583,-0.2167729,-0.5,-0.26923078,0.04,0.9670022,-2.0113347,-0.58398986,13,J4,8,1,g13_J4_t08.mat
1.083461,0.11362187,0.46435025,-0.24352834,0.90848243,0.30897483,-0.16996258,-0.22429232,-0.5,-0.30769232,0.16,0.9704929,-2.5584955,-0.32742646,13,J4,8,1,g13_J4_t08.mat
1.100128,0.09360274,0.449235,-0.25586796,0.9114421,0.30154935,-0.16558717,-0.2256594,-0.5416667,-0.23076923,0.2,0.9678749,-2.9232693,0.021639416,13,J4,8,1,g13_J4_t08.mat
1.116798,0.07483056,0.4291832,-0.2655853,0.9249063,0.26633322,-0.14611413,-0.228617,-0.5833333,0.0,0.36,1.2043669,-3.45734,0.20315368,13,J4,8,1,g13_J4_t08.mat
1.13347,0.067994915,0.41643858,-0.26715302,0.929069,0.25384036,-0.138262,-0.2308236,-0.6666667,0.07692308,0.44,1.302978,-3.555951,-0.15900217,13,J4,8,1,g13_J4_t08.mat
1.1501471,0.030691082,0.38276705,-0.2884099,0.94077086,0.20680825,-0.10367595,-0.24785438,-0.875,0.3846154,0.6,1.6084107,-3.6519442,-1.4627632,13,J4,8,1,g13_J4_t08.mat
1.166806,0.023505408,0.36752152,-0.28857863,0.94322634,0.19256212,-0.09123254,-0.25479537,-0.9166667,0.46153846,0.68,1.7323291,-3.7278662,-1.416512,13,J4,8,1,g13_J4_t08.mat
1.1834761,-0.022069117,0.32341406,-0.3104324,0.9483475,0.15903734,-0.062278815,-0.26733014,-0.9166667,0.5,0.84,1.946132,-4.0804224,-1.064828,13,J4,8,1,g13_J4_t08.mat
1.2001411,-0.030194612,0.30697927,-0.30598345,0.9524448,0.11995584,-0.030273657,-0.27846545,-0.7916667,0.84615386,1.08,2.0063457,-4.666853,-1.3466988,13,J4,8,1,g13_J4_t08.mat
1.216812,-0.08099525,0.25838262,-0.3228392,0.9526822,0.089967586,-0.007634925,-0.2902487,-0.7083333,1.1538461,1.12,1.8405396,-4.779427,-1.8563349,13,J4,8,1,g13_J4_t08.mat
1.2334831,-0.08099525,0.25838262,-0.3228392,0.9496179,0.04905888,0.020670926,-0.3088555,-0.7916667,1.7307693,1.08,1.4914737,-4.663363,-2.2691054,13,J4,8,1,g13_J4_t08.mat
1.250148,-0.15048179,0.18790127,-0.32765365,0.9477044,0.033043485,0.031885773,-0.31582868,-0.7916667,1.9230769,1.04,1.4975823,-4.3893456,-2.1277337,13,J4,8,1,g13_J4_t08.mat
1.266817,-0.17148872,0.16345043,-0.3223167,0.9424,-0.002498284,0.059631057,-0.32912022,-0.41666666,2.1538463,0.92,1.5900848,-3.7941887,-1.6032622,13,J4,8,1,g13_J4_t08.mat
1.283488,-0.22309946,0.11502591,-0.31684014,0.9424,-0.002498284,0.059631057,-0.32912022,-0.41666666,2.1538463,0.92,1.5900848,-3.7941887,-1.6032622,13,J4,8,1,g13_J4_t08.mat
1.300153,-0.24563119,0.09321663,-0.3043575,0.93217754,-0.051907163,0.09675445,-0.3449481,-0.125,2.4615386,0.64,0.7060755,-2.892726,-1.2960842,13,J4,8,1,g13_J4_t08.mat
1.316825,-0.289209,0.05500476,-0.29099536,0.9297486,-0.07565919,0.1091814,-0.34339872,-0.33333334,2.4230769,0.36,0.332575,-2.426723,-0.10227897,13,J4,8,1,g13_J4_t08.mat
1.333513,-0.30836946,0.036326554,-0.27680653,0.9300818,-0.090608306,0.118475445,-0.3357105,-0.41666666,2.3846154,0.28,0.31861237,-1.6509242,0.42917377,13,J4,8,1,g13_J4_t08.mat
1.350161,-0.3422896,0.005795307,-0.25982726,0.93034005,-0.09353242,0.12084797,-0.333339,-0.5833333,2.0384614,0.2,0.34915563,-1.2695698,0.47542503,13,J4,8,1,g13_J4_t08.mat
1.366832,-0.35855463,-0.008867412,-0.2432821,0.9313817,-0.10070755,0.12923294,-0.32509217,-0.5416667,1.6538461,0.12,0.43031344,-0.83236474,0.40386656,13,J4,8,1,g13_J4_t08.mat
1.3835061,-0.3794712,-0.027656853,-0.22682817,0.9316047,-0.10262957,0.13248423,-0.3225334,-0.5,1.6153846,0.08,0.46783805,-0.73898965,0.3148547,13,J4,8,1,g13_J4_t08.mat
1.400166,-0.3927512,-0.038745712,-0.21172202,0.93199027,-0.10659169,0.13943486,-0.3171596,-0.5,1.5769231,0.08,0.45911142,-0.719791,0.35848796,13,J4,8,1,g13_J4_t08.mat
1.4168391,-0.40191957,-0.047152743,-0.20456973,0.93393964,-0.11029702,0.14809114,-0.30603963,-0.41666666,1.5769231,0.12,0.5996104,-0.8445821,1.2337706,13,J4,8,1,g13_J4_t08.mat
0.016665,-0.33354518,0.47296348,-0.25075075,0.96301645,0.18703704,0.14045918,-0.13374512,-0.25,0.15384616,-0.28,-0.32803214,0.21657817,-0.24539597,13,J4,9,1,g13_J4_t09.mat
0.033333,-0.32629636,0.4847829,-0.25094455,0.9625978,0.1880787,0.13882092,-0.13696887,-0.25,0.1923077,-0.28,-0.23640235,0.05862587,-0.18343678,13,J4,9,1,g13_J4_t09.mat
0.050000004,-0.31927136,0.4930878,-0.2519144,0.96169794,0.19051208,0.13750748,-0.14118794,-0.083333336,0.26923078,-0.28,-0.18666047,0.094405115,-0.30124652,13,J4,9,1,g13_J4_t09.mat
0.06666901,-0.31394306,0.49932316,-0.2514394,0.9613418,0.19183156,0.13627517,-0.14300942,-0.041666668,0.15384616,-0.28,-0.3533394,0.11360374,-0.30211917,13,J4,9,1,g13_J4_t09.mat
0.083340004,-0.30795497,0.5028549,-0.25208434,0.9618343,0.18952578,0.13032793,-0.14822094,-0.25,0.03846154,-0.28,-0.6526634,-0.44053832,-0.14853019,13,J4,9,1,g13_J4_t09.mat
0.100016005,-0.30022067,0.5046504,-0.2526234,0.96340454,0.18227029,0.12671772,-0.15023917,-0.33333334,0.1923077,-0.32,-0.4030813,-0.8663987,0.022512067,13,J4,9,1,g13_J4_t09.mat
0.116672,-0.297587,0.5052142,-0.2534207,0.9636946,0.18009755,0.126541,-0.15114549,-0.25,0.46153846,-0.36,-0.1857878,-0.7939675,-0.13805822,13,J4,9,1,g13_J4_t09.mat
0.13335,-0.2923615,0.50254214,-0.256129,0.9640797,0.17639276,0.12808582,-0.15175645,0.041666668,0.5,-0.28,-0.057506092,-0.4012684,-0.29775584,13,J4,9,1,g13_J4_t09.mat
