[BiLSTM]

PS C:\Capstone\arm-pose-estimation-main> & C:/Users/bluei/AppData/Local/Programs/Python/Python312/python.exe c:/Capstone/arm-pose-estimation-main/src/wear_mocap_ape/classification/train_gesture_offline.py --csv 6DMG_VXO.csv --model bilstm
Training & evaluation start.
Label distribution across dataset:
  Label 0: 280
  Label 1: 280
  Label 2: 281
Fold 1 | Iter 7 — Val Loss: 1.0869 | Acc: 0.3314 | F1: 0.1659
Fold 3 | Iter 63 — Val Loss: 0.0470 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 70 — Val Loss: 0.1798 | Acc: 0.9524 | F1: 0.9528
Fold 3 | Iter 77 — Val Loss: 0.0128 | Acc: 1.0000 | F1: 1.0000
Fold 3 | Iter 84 — Val Loss: 0.0452 | Acc: 0.9821 | F1: 0.9822
Fold 3 | Iter 91 — Val Loss: 0.0397 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 98 — Val Loss: 0.0720 | Acc: 0.9821 | F1: 0.9821
Fold 3 | Iter 105 — Val Loss: 0.1644 | Acc: 0.9524 | F1: 0.9522
Fold 3 | Iter 112 — Val Loss: 0.0524 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 119 — Val Loss: 0.0743 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 126 — Val Loss: 0.1070 | Acc: 0.9821 | F1: 0.9821
Fold 3 | Iter 133 — Val Loss: 0.0442 | Acc: 0.9821 | F1: 0.9821
Fold 3 | Iter 140 — Val Loss: 0.0080 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 147 — Val Loss: 0.0184 | Acc: 0.9881 | F1: 0.9880
Fold 3 | Iter 154 — Val Loss: 0.1551 | Acc: 0.9762 | F1: 0.9763
Fold 3 | Iter 161 — Val Loss: 0.0811 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 168 — Val Loss: 0.0665 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 175 — Val Loss: 0.0722 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 182 — Val Loss: 0.1432 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 189 — Val Loss: 0.1056 | Acc: 0.9821 | F1: 0.9821
Fold 3 | Iter 196 — Val Loss: 0.0064 | Acc: 1.0000 | F1: 1.0000
Fold 3 | Iter 200 — Val Loss: 0.0042 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 7 — Val Loss: 1.0346 | Acc: 0.3452 | F1: 0.1912
Fold 4 | Iter 14 — Val Loss: 0.5663 | Acc: 0.7560 | F1: 0.7415
Fold 4 | Iter 21 — Val Loss: 0.2435 | Acc: 0.8869 | F1: 0.8857
Fold 4 | Iter 28 — Val Loss: 0.3413 | Acc: 0.8929 | F1: 0.8931
Fold 4 | Iter 35 — Val Loss: 0.1136 | Acc: 0.9643 | F1: 0.9640
Fold 4 | Iter 42 — Val Loss: 0.3068 | Acc: 0.9464 | F1: 0.9465
Fold 4 | Iter 49 — Val Loss: 0.0383 | Acc: 0.9940 | F1: 0.9940
Fold 4 | Iter 56 — Val Loss: 0.1871 | Acc: 0.9405 | F1: 0.9410
Fold 4 | Iter 63 — Val Loss: 0.1188 | Acc: 0.9702 | F1: 0.9702
Fold 4 | Iter 70 — Val Loss: 0.1286 | Acc: 0.9643 | F1: 0.9641
Fold 4 | Iter 77 — Val Loss: 0.0798 | Acc: 0.9702 | F1: 0.9703
Fold 4 | Iter 84 — Val Loss: 0.0178 | Acc: 0.9881 | F1: 0.9881
Fold 4 | Iter 91 — Val Loss: 0.0294 | Acc: 0.9881 | F1: 0.9881
Fold 4 | Iter 98 — Val Loss: 0.0897 | Acc: 0.9702 | F1: 0.9705
Fold 4 | Iter 105 — Val Loss: 0.0586 | Acc: 0.9821 | F1: 0.9822
Fold 4 | Iter 112 — Val Loss: 0.0393 | Acc: 0.9762 | F1: 0.9763
Fold 4 | Iter 119 — Val Loss: 0.0536 | Acc: 0.9821 | F1: 0.9821
Fold 4 | Iter 126 — Val Loss: 0.0343 | Acc: 0.9881 | F1: 0.9880
Fold 4 | Iter 133 — Val Loss: 0.0402 | Acc: 0.9821 | F1: 0.9821
Fold 4 | Iter 140 — Val Loss: 0.0305 | Acc: 0.9881 | F1: 0.9881
Fold 4 | Iter 147 — Val Loss: 0.0508 | Acc: 0.9881 | F1: 0.9881
Fold 4 | Iter 154 — Val Loss: 0.0481 | Acc: 0.9940 | F1: 0.9940
Fold 4 | Iter 161 — Val Loss: 0.2364 | Acc: 0.9643 | F1: 0.9642
Fold 4 | Iter 168 — Val Loss: 0.0416 | Acc: 0.9821 | F1: 0.9821
Fold 4 | Iter 175 — Val Loss: 0.0439 | Acc: 0.9821 | F1: 0.9821
Fold 4 | Iter 182 — Val Loss: 0.1521 | Acc: 0.9464 | F1: 0.9466
Fold 4 | Iter 189 — Val Loss: 0.1389 | Acc: 0.9762 | F1: 0.9762
Fold 4 | Iter 196 — Val Loss: 0.2323 | Acc: 0.9583 | F1: 0.9582
Fold 4 | Iter 200 — Val Loss: 0.1414 | Acc: 0.9643 | F1: 0.9643
Fold 5 | Iter 7 — Val Loss: 0.8704 | Acc: 0.5893 | F1: 0.5107
Fold 5 | Iter 14 — Val Loss: 0.4962 | Acc: 0.7976 | F1: 0.7982
Fold 5 | Iter 21 — Val Loss: 0.4452 | Acc: 0.8155 | F1: 0.8131
Fold 5 | Iter 28 — Val Loss: 0.2731 | Acc: 0.9048 | F1: 0.9047
Fold 5 | Iter 35 — Val Loss: 0.2986 | Acc: 0.8929 | F1: 0.8924
Fold 5 | Iter 42 — Val Loss: 0.2120 | Acc: 0.9345 | F1: 0.9349
Fold 5 | Iter 49 — Val Loss: 0.1456 | Acc: 0.9464 | F1: 0.9456
Fold 5 | Iter 56 — Val Loss: 0.2078 | Acc: 0.9286 | F1: 0.9286
Fold 5 | Iter 63 — Val Loss: 0.1624 | Acc: 0.9524 | F1: 0.9523
Fold 5 | Iter 70 — Val Loss: 0.2900 | Acc: 0.9464 | F1: 0.9461
Fold 5 | Iter 77 — Val Loss: 0.2198 | Acc: 0.9524 | F1: 0.9524
Fold 5 | Iter 84 — Val Loss: 0.1842 | Acc: 0.9821 | F1: 0.9822
Fold 5 | Iter 91 — Val Loss: 0.2219 | Acc: 0.9643 | F1: 0.9643
Fold 5 | Iter 98 — Val Loss: 0.1556 | Acc: 0.9524 | F1: 0.9524
Fold 5 | Iter 105 — Val Loss: 0.1547 | Acc: 0.9524 | F1: 0.9525
Fold 5 | Iter 112 — Val Loss: 0.1475 | Acc: 0.9643 | F1: 0.9643
Fold 5 | Iter 119 — Val Loss: 0.1143 | Acc: 0.9643 | F1: 0.9642
Fold 5 | Iter 126 — Val Loss: 0.1073 | Acc: 0.9762 | F1: 0.9762
Fold 5 | Iter 133 — Val Loss: 0.1464 | Acc: 0.9643 | F1: 0.9641
Fold 5 | Iter 140 — Val Loss: 0.0261 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 147 — Val Loss: 0.0167 | Acc: 0.9881 | F1: 0.9881
Fold 5 | Iter 154 — Val Loss: 0.0340 | Acc: 0.9881 | F1: 0.9880
Fold 5 | Iter 161 — Val Loss: 0.1675 | Acc: 0.9702 | F1: 0.9702
Fold 5 | Iter 168 — Val Loss: 0.1117 | Acc: 0.9762 | F1: 0.9762
Fold 5 | Iter 175 — Val Loss: 0.0753 | Acc: 0.9881 | F1: 0.9881
Fold 5 | Iter 182 — Val Loss: 0.0389 | Acc: 0.9881 | F1: 0.9881
Fold 5 | Iter 189 — Val Loss: 0.0319 | Acc: 0.9881 | F1: 0.9880
Fold 5 | Iter 196 — Val Loss: 0.1329 | Acc: 0.9702 | F1: 0.9704
Fold 5 | Iter 200 — Val Loss: 0.2225 | Acc: 0.9583 | F1: 0.9588

CV Summary:
  Fold 1: Loss=0.1314, Acc=0.9527
  Fold 2: Loss=0.1513, Acc=0.9583
  Fold 3: Loss=0.0042, Acc=1.0000
  Fold 4: Loss=0.1414, Acc=0.9643
  Fold 5: Loss=0.2225, Acc=0.9583
  Mean   : Loss=0.1302±0.0707, Acc=0.9667±0.0170

Retraining on full dataset (no validation split)...

Final model trained on all data | Loss: 0.0383 | Acc: 0.9881
Saved final model to offline_gesture_simplecnn.pth
Training & evaluation complete.

[CNN BiLSTM]
PS C:\Capstone\arm-pose-estimation-main> & C:/Users/bluei/AppData/Local/Programs/Python/Python312/python.exe c:/Capstone/arm-pose-estimation-main/src/wear_mocap_ape/classification/train_gesture_offline.py --csv 6DMG_VXO.csv --model cnnbilstm
Training & evaluation start.
Label distribution across dataset:
  Label 0: 280
  Label 1: 280
  Label 2: 281
C:\Users\bluei\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\conv.py:306: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at ..\aten\src\ATen\native\cudnn\Conv_v8.cpp:919.)
  return F.conv1d(input, weight, bias, self.stride,
Fold 1 | Iter 7 — Val Loss: 0.6464 | Acc: 0.7337 | F1: 0.7127
Fold 1 | Iter 14 — Val Loss: 0.4046 | Acc: 0.8580 | F1: 0.8585
Fold 1 | Iter 21 — Val Loss: 0.4146 | Acc: 0.8994 | F1: 0.8995
Fold 1 | Iter 28 — Val Loss: 0.2174 | Acc: 0.9290 | F1: 0.9294
Fold 1 | Iter 35 — Val Loss: 0.1662 | Acc: 0.9408 | F1: 0.9410
Fold 1 | Iter 42 — Val Loss: 0.1537 | Acc: 0.9467 | F1: 0.9469
Fold 1 | Iter 49 — Val Loss: 0.1517 | Acc: 0.9467 | F1: 0.9467
Fold 1 | Iter 56 — Val Loss: 0.1852 | Acc: 0.9586 | F1: 0.9582
Fold 1 | Iter 63 — Val Loss: 0.1646 | Acc: 0.9467 | F1: 0.9468
Fold 1 | Iter 70 — Val Loss: 0.2165 | Acc: 0.9290 | F1: 0.9293
Fold 1 | Iter 77 — Val Loss: 0.2468 | Acc: 0.9231 | F1: 0.9216
Fold 1 | Iter 84 — Val Loss: 0.1586 | Acc: 0.9408 | F1: 0.9410
Fold 1 | Iter 91 — Val Loss: 0.1263 | Acc: 0.9645 | F1: 0.9642
Fold 1 | Iter 98 — Val Loss: 0.1075 | Acc: 0.9645 | F1: 0.9644
Fold 1 | Iter 105 — Val Loss: 0.1334 | Acc: 0.9704 | F1: 0.9702
Fold 1 | Iter 112 — Val Loss: 0.0884 | Acc: 0.9704 | F1: 0.9704
Fold 1 | Iter 119 — Val Loss: 0.1119 | Acc: 0.9704 | F1: 0.9702
Fold 1 | Iter 126 — Val Loss: 0.0647 | Acc: 0.9704 | F1: 0.9701
Fold 1 | Iter 133 — Val Loss: 0.0401 | Acc: 0.9822 | F1: 0.9821
Fold 1 | Iter 140 — Val Loss: 0.0315 | Acc: 0.9822 | F1: 0.9821
Fold 1 | Iter 147 — Val Loss: 0.0597 | Acc: 0.9763 | F1: 0.9762
Fold 1 | Iter 154 — Val Loss: 0.0672 | Acc: 0.9763 | F1: 0.9762
Fold 1 | Iter 161 — Val Loss: 0.0326 | Acc: 0.9882 | F1: 0.9881
Fold 1 | Iter 168 — Val Loss: 0.0252 | Acc: 0.9882 | F1: 0.9881
Fold 1 | Iter 175 — Val Loss: 0.0331 | Acc: 0.9822 | F1: 0.9821
Fold 1 | Iter 182 — Val Loss: 0.0308 | Acc: 0.9882 | F1: 0.9881
Fold 1 | Iter 189 — Val Loss: 0.0306 | Acc: 0.9882 | F1: 0.9881
Fold 1 | Iter 196 — Val Loss: 0.0340 | Acc: 0.9822 | F1: 0.9821
Fold 1 | Iter 200 — Val Loss: 0.0351 | Acc: 0.9822 | F1: 0.9821
C:\Users\bluei\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\conv.py:306: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at ..\aten\src\ATen\native\cudnn\Conv_v8.cpp:919.)
  return F.conv1d(input, weight, bias, self.stride,
Fold 2 | Iter 7 — Val Loss: 0.7008 | Acc: 0.6786 | F1: 0.6467
Fold 2 | Iter 14 — Val Loss: 0.5067 | Acc: 0.8036 | F1: 0.8031
Fold 2 | Iter 21 — Val Loss: 0.2833 | Acc: 0.8810 | F1: 0.8817
Fold 2 | Iter 28 — Val Loss: 0.1644 | Acc: 0.9464 | F1: 0.9469
Fold 2 | Iter 35 — Val Loss: 0.1072 | Acc: 0.9643 | F1: 0.9643
Fold 2 | Iter 42 — Val Loss: 0.0982 | Acc: 0.9762 | F1: 0.9761
Fold 2 | Iter 49 — Val Loss: 0.0789 | Acc: 0.9762 | F1: 0.9762
Fold 2 | Iter 56 — Val Loss: 0.1989 | Acc: 0.9345 | F1: 0.9342
Fold 2 | Iter 63 — Val Loss: 0.0793 | Acc: 0.9762 | F1: 0.9761
Fold 2 | Iter 70 — Val Loss: 0.0692 | Acc: 0.9821 | F1: 0.9822
Fold 2 | Iter 77 — Val Loss: 0.1055 | Acc: 0.9643 | F1: 0.9642
Fold 2 | Iter 84 — Val Loss: 0.1334 | Acc: 0.9643 | F1: 0.9639
Fold 2 | Iter 91 — Val Loss: 0.1364 | Acc: 0.9643 | F1: 0.9644
Fold 2 | Iter 98 — Val Loss: 0.0884 | Acc: 0.9821 | F1: 0.9821
Fold 2 | Iter 105 — Val Loss: 0.1222 | Acc: 0.9583 | F1: 0.9577
Fold 2 | Iter 112 — Val Loss: 0.1117 | Acc: 0.9643 | F1: 0.9644
Fold 2 | Iter 119 — Val Loss: 0.0921 | Acc: 0.9821 | F1: 0.9821
Fold 2 | Iter 126 — Val Loss: 0.0902 | Acc: 0.9762 | F1: 0.9762
Fold 2 | Iter 133 — Val Loss: 0.0658 | Acc: 0.9702 | F1: 0.9703
Fold 2 | Iter 140 — Val Loss: 0.0874 | Acc: 0.9464 | F1: 0.9465
Fold 2 | Iter 147 — Val Loss: 0.1510 | Acc: 0.9524 | F1: 0.9522
Fold 2 | Iter 154 — Val Loss: 0.0959 | Acc: 0.9643 | F1: 0.9644
Fold 2 | Iter 161 — Val Loss: 0.0844 | Acc: 0.9762 | F1: 0.9761
Fold 2 | Iter 168 — Val Loss: 0.0336 | Acc: 0.9821 | F1: 0.9821
Fold 2 | Iter 175 — Val Loss: 0.0532 | Acc: 0.9821 | F1: 0.9821
Fold 2 | Iter 182 — Val Loss: 0.0495 | Acc: 0.9881 | F1: 0.9880
Fold 2 | Iter 189 — Val Loss: 0.0523 | Acc: 0.9881 | F1: 0.9880
Fold 2 | Iter 196 — Val Loss: 0.0413 | Acc: 0.9881 | F1: 0.9880
Fold 2 | Iter 200 — Val Loss: 0.0406 | Acc: 0.9881 | F1: 0.9880
Fold 3 | Iter 7 — Val Loss: 0.7069 | Acc: 0.8036 | F1: 0.8045
Fold 3 | Iter 14 — Val Loss: 0.2874 | Acc: 0.8988 | F1: 0.8993
Fold 3 | Iter 21 — Val Loss: 0.2403 | Acc: 0.9226 | F1: 0.9232
Fold 3 | Iter 28 — Val Loss: 0.2355 | Acc: 0.9167 | F1: 0.9167
Fold 3 | Iter 35 — Val Loss: 0.2225 | Acc: 0.9107 | F1: 0.9106
Fold 3 | Iter 42 — Val Loss: 0.2113 | Acc: 0.9345 | F1: 0.9348
Fold 3 | Iter 49 — Val Loss: 0.1578 | Acc: 0.9524 | F1: 0.9524
Fold 3 | Iter 56 — Val Loss: 0.1409 | Acc: 0.9345 | F1: 0.9347
Fold 3 | Iter 63 — Val Loss: 0.1475 | Acc: 0.9524 | F1: 0.9526
Fold 3 | Iter 70 — Val Loss: 0.1233 | Acc: 0.9524 | F1: 0.9523
Fold 3 | Iter 77 — Val Loss: 0.1062 | Acc: 0.9702 | F1: 0.9704
Fold 3 | Iter 84 — Val Loss: 0.0511 | Acc: 0.9821 | F1: 0.9821
Fold 3 | Iter 91 — Val Loss: 0.0760 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 98 — Val Loss: 0.1011 | Acc: 0.9702 | F1: 0.9702
Fold 3 | Iter 105 — Val Loss: 0.1154 | Acc: 0.9643 | F1: 0.9645
Fold 3 | Iter 112 — Val Loss: 0.0753 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 119 — Val Loss: 0.1068 | Acc: 0.9643 | F1: 0.9642
Fold 3 | Iter 126 — Val Loss: 0.1092 | Acc: 0.9583 | F1: 0.9583
Fold 3 | Iter 133 — Val Loss: 0.1525 | Acc: 0.9524 | F1: 0.9523
Fold 3 | Iter 140 — Val Loss: 0.0449 | Acc: 0.9821 | F1: 0.9822
Fold 3 | Iter 147 — Val Loss: 0.1345 | Acc: 0.9762 | F1: 0.9761
Fold 3 | Iter 154 — Val Loss: 0.0955 | Acc: 0.9762 | F1: 0.9761
Fold 3 | Iter 161 — Val Loss: 0.0543 | Acc: 0.9762 | F1: 0.9761
Fold 3 | Iter 168 — Val Loss: 0.0350 | Acc: 0.9821 | F1: 0.9821
Fold 3 | Iter 175 — Val Loss: 0.0610 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 182 — Val Loss: 0.0763 | Acc: 0.9821 | F1: 0.9821
Fold 3 | Iter 189 — Val Loss: 0.0597 | Acc: 0.9821 | F1: 0.9821
Fold 3 | Iter 196 — Val Loss: 0.0857 | Acc: 0.9762 | F1: 0.9762
Fold 3 | Iter 200 — Val Loss: 0.0820 | Acc: 0.9762 | F1: 0.9762
Fold 4 | Iter 7 — Val Loss: 0.6465 | Acc: 0.7143 | F1: 0.7026
Fold 4 | Iter 14 — Val Loss: 0.4790 | Acc: 0.8452 | F1: 0.8440
Fold 4 | Iter 21 — Val Loss: 0.2351 | Acc: 0.9226 | F1: 0.9223
Fold 4 | Iter 28 — Val Loss: 0.2482 | Acc: 0.9107 | F1: 0.9094
Fold 4 | Iter 35 — Val Loss: 0.1240 | Acc: 0.9583 | F1: 0.9582
Fold 4 | Iter 42 — Val Loss: 0.0802 | Acc: 0.9702 | F1: 0.9703
Fold 4 | Iter 49 — Val Loss: 0.0847 | Acc: 0.9643 | F1: 0.9645
Fold 4 | Iter 56 — Val Loss: 0.1187 | Acc: 0.9583 | F1: 0.9580
Fold 4 | Iter 63 — Val Loss: 0.0921 | Acc: 0.9821 | F1: 0.9822
Fold 4 | Iter 70 — Val Loss: 0.0648 | Acc: 0.9702 | F1: 0.9701
Fold 4 | Iter 77 — Val Loss: 0.0763 | Acc: 0.9821 | F1: 0.9822
Fold 4 | Iter 84 — Val Loss: 0.1260 | Acc: 0.9643 | F1: 0.9641
Fold 4 | Iter 91 — Val Loss: 0.0975 | Acc: 0.9762 | F1: 0.9762
Fold 4 | Iter 98 — Val Loss: 0.0699 | Acc: 0.9762 | F1: 0.9760
Fold 4 | Iter 105 — Val Loss: 0.2506 | Acc: 0.9048 | F1: 0.9062
Fold 4 | Iter 112 — Val Loss: 0.1583 | Acc: 0.9464 | F1: 0.9462
Fold 4 | Iter 119 — Val Loss: 0.1369 | Acc: 0.9583 | F1: 0.9583
Fold 4 | Iter 126 — Val Loss: 0.1114 | Acc: 0.9464 | F1: 0.9462
Fold 4 | Iter 133 — Val Loss: 0.0930 | Acc: 0.9702 | F1: 0.9701
Fold 4 | Iter 140 — Val Loss: 0.1338 | Acc: 0.9583 | F1: 0.9582
Fold 4 | Iter 147 — Val Loss: 0.1374 | Acc: 0.9702 | F1: 0.9702
Fold 4 | Iter 154 — Val Loss: 0.0695 | Acc: 0.9762 | F1: 0.9762
Fold 4 | Iter 161 — Val Loss: 0.0919 | Acc: 0.9702 | F1: 0.9702
Fold 4 | Iter 168 — Val Loss: 0.1002 | Acc: 0.9643 | F1: 0.9643
Fold 4 | Iter 175 — Val Loss: 0.1017 | Acc: 0.9583 | F1: 0.9583
Fold 4 | Iter 182 — Val Loss: 0.1152 | Acc: 0.9643 | F1: 0.9644
Fold 4 | Iter 189 — Val Loss: 0.0756 | Acc: 0.9762 | F1: 0.9762
Fold 4 | Iter 196 — Val Loss: 0.0861 | Acc: 0.9762 | F1: 0.9762
Fold 4 | Iter 200 — Val Loss: 0.1520 | Acc: 0.9405 | F1: 0.9414
Fold 5 | Iter 7 — Val Loss: 1.3818 | Acc: 0.3333 | F1: 0.1667
Fold 5 | Iter 14 — Val Loss: 0.5849 | Acc: 0.8274 | F1: 0.8260
Fold 5 | Iter 21 — Val Loss: 0.3832 | Acc: 0.8452 | F1: 0.8447
Fold 5 | Iter 28 — Val Loss: 0.1771 | Acc: 0.9583 | F1: 0.9583
Fold 5 | Iter 35 — Val Loss: 0.3788 | Acc: 0.8452 | F1: 0.8445
Fold 5 | Iter 42 — Val Loss: 0.5668 | Acc: 0.7917 | F1: 0.7954
Fold 5 | Iter 49 — Val Loss: 0.3949 | Acc: 0.8571 | F1: 0.8545
Fold 5 | Iter 56 — Val Loss: 0.4619 | Acc: 0.8274 | F1: 0.8139
Fold 5 | Iter 63 — Val Loss: 0.2041 | Acc: 0.9226 | F1: 0.9216
Fold 5 | Iter 70 — Val Loss: 0.1778 | Acc: 0.9464 | F1: 0.9464
Fold 5 | Iter 77 — Val Loss: 0.1331 | Acc: 0.9583 | F1: 0.9582
Fold 5 | Iter 84 — Val Loss: 0.0744 | Acc: 0.9762 | F1: 0.9760
Fold 5 | Iter 91 — Val Loss: 0.0342 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 98 — Val Loss: 0.0365 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 105 — Val Loss: 0.0436 | Acc: 0.9821 | F1: 0.9821
Fold 5 | Iter 112 — Val Loss: 0.0610 | Acc: 0.9821 | F1: 0.9822
Fold 5 | Iter 119 — Val Loss: 0.0413 | Acc: 0.9821 | F1: 0.9821
Fold 5 | Iter 126 — Val Loss: 0.0736 | Acc: 0.9702 | F1: 0.9701
Fold 5 | Iter 133 — Val Loss: 0.0803 | Acc: 0.9702 | F1: 0.9703
Fold 5 | Iter 140 — Val Loss: 0.0555 | Acc: 0.9821 | F1: 0.9821
Fold 5 | Iter 147 — Val Loss: 0.0555 | Acc: 0.9821 | F1: 0.9822
Fold 5 | Iter 154 — Val Loss: 0.0552 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 161 — Val Loss: 0.0500 | Acc: 0.9881 | F1: 0.9881
Fold 5 | Iter 168 — Val Loss: 0.0568 | Acc: 0.9881 | F1: 0.9881
Fold 5 | Iter 175 — Val Loss: 0.0431 | Acc: 0.9881 | F1: 0.9881
Fold 5 | Iter 182 — Val Loss: 0.0344 | Acc: 0.9881 | F1: 0.9881
Fold 5 | Iter 189 — Val Loss: 0.0458 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 196 — Val Loss: 0.0510 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 200 — Val Loss: 0.0505 | Acc: 0.9940 | F1: 0.9940

CV Summary:
  Fold 1: Loss=0.0351, Acc=0.9822
  Fold 2: Loss=0.0406, Acc=0.9881
  Fold 3: Loss=0.0820, Acc=0.9762
  Fold 4: Loss=0.1520, Acc=0.9405
  Fold 5: Loss=0.0505, Acc=0.9940
  Mean   : Loss=0.0720±0.0431, Acc=0.9762±0.0188

Retraining on full dataset (no validation split)...

Final model trained on all data | Loss: 0.0118 | Acc: 0.9964
Saved final model to offline_gesture_cnnbilstm.pth
Training & evaluation complete.

[small TCN]
PS C:\Capstone\arm-pose-estimation-main> & C:/Users/bluei/AppData/Local/Programs/Python/Python312/python.exe c:/Capstone/arm-pose-estimation-main/src/wear_mocap_ape/classification/train_gesture_offline.py --csv 6DMG_VXO.csv --model smalltcn 
Training & evaluation start.
Label distribution across dataset:
  Label 0: 280
  Label 1: 280
  Label 2: 281
C:\Users\bluei\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\conv.py:306: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at ..\aten\src\ATen\native\cudnn\Conv_v8.cpp:919.)
  return F.conv1d(input, weight, bias, self.stride,
Fold 1 | Iter 7 — Val Loss: 0.3827 | Acc: 0.9231 | F1: 0.9229
Fold 1 | Iter 14 — Val Loss: 1.5305 | Acc: 0.6805 | F1: 0.5717
Fold 1 | Iter 21 — Val Loss: 0.2625 | Acc: 0.9112 | F1: 0.9111
Fold 1 | Iter 28 — Val Loss: 0.4138 | Acc: 0.8817 | F1: 0.8771
Fold 1 | Iter 35 — Val Loss: 0.1571 | Acc: 0.9349 | F1: 0.9352
Fold 1 | Iter 42 — Val Loss: 0.0932 | Acc: 0.9763 | F1: 0.9762
Fold 1 | Iter 49 — Val Loss: 0.0677 | Acc: 0.9822 | F1: 0.9821
Fold 1 | Iter 56 — Val Loss: 0.0553 | Acc: 0.9822 | F1: 0.9821
Fold 1 | Iter 63 — Val Loss: 0.0602 | Acc: 0.9822 | F1: 0.9821
Fold 1 | Iter 70 — Val Loss: 0.0265 | Acc: 0.9941 | F1: 0.9940
Fold 1 | Iter 77 — Val Loss: 0.0192 | Acc: 0.9941 | F1: 0.9940
Fold 1 | Iter 84 — Val Loss: 0.0210 | Acc: 0.9941 | F1: 0.9940
Fold 1 | Iter 91 — Val Loss: 0.0313 | Acc: 0.9882 | F1: 0.9881
Fold 1 | Iter 98 — Val Loss: 0.0472 | Acc: 0.9882 | F1: 0.9881
Fold 1 | Iter 105 — Val Loss: 0.0507 | Acc: 0.9763 | F1: 0.9763
Fold 1 | Iter 112 — Val Loss: 0.0515 | Acc: 0.9763 | F1: 0.9763
Fold 1 | Iter 119 — Val Loss: 0.0075 | Acc: 1.0000 | F1: 1.0000
Fold 1 | Iter 126 — Val Loss: 0.1056 | Acc: 0.9763 | F1: 0.9764
Fold 1 | Iter 133 — Val Loss: 0.0181 | Acc: 0.9941 | F1: 0.9940
Fold 1 | Iter 140 — Val Loss: 0.1853 | Acc: 0.9527 | F1: 0.9519
Fold 1 | Iter 147 — Val Loss: 0.3479 | Acc: 0.8994 | F1: 0.9002
Fold 1 | Iter 154 — Val Loss: 0.2166 | Acc: 0.9172 | F1: 0.9140
Fold 1 | Iter 161 — Val Loss: 0.1459 | Acc: 0.9527 | F1: 0.9523
Fold 1 | Iter 168 — Val Loss: 0.0535 | Acc: 0.9822 | F1: 0.9822
Fold 1 | Iter 175 — Val Loss: 0.0641 | Acc: 0.9822 | F1: 0.9821
Fold 1 | Iter 182 — Val Loss: 0.0198 | Acc: 0.9941 | F1: 0.9941
Fold 1 | Iter 189 — Val Loss: 0.0713 | Acc: 0.9882 | F1: 0.9882
Fold 1 | Iter 196 — Val Loss: 0.0079 | Acc: 1.0000 | F1: 1.0000
Fold 1 | Iter 200 — Val Loss: 0.1016 | Acc: 0.9763 | F1: 0.9764
C:\Users\bluei\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\conv.py:306: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at ..\aten\src\ATen\native\cudnn\Conv_v8.cpp:919.)
  return F.conv1d(input, weight, bias, self.stride,
Fold 2 | Iter 7 — Val Loss: 2.7644 | Acc: 0.5298 | F1: 0.4368
Fold 2 | Iter 14 — Val Loss: 1.2777 | Acc: 0.6845 | F1: 0.6760
Fold 2 | Iter 21 — Val Loss: 0.4001 | Acc: 0.8929 | F1: 0.8870
